order_id,user_id,merchant_id,order_date,order_value,promo_applied,delivery_time_min,is_late_delivery,support_contact_flag,is_first_order
O0004298,U001303,M0260,2025-10-12,30.54,False,39,False,False,False
O0004299,U001304,M0109,2025-10-25,21.26,True,33,False,False,True
O0004300,U001304,M0015,2025-11-12,33.17,False,49,False,False,False
O0004301,U001305,M0288,2026-01-12,29.51,True,30,False,False,True
O0004302,U001306,M0228,2026-03-24,8.9,False,28,False,False,True
O0004303,U001307,M0011,2026-02-21,35.91,False,35,False,False,True
O0004304,U001307,M0012,2026-03-05,32.59,False,40,False,False,False
O0004305,U001307,M0023,2026-03-12,22.48,False,55,False,False,False
O0004306,U001307,M0023,2026-03-20,16.82,False,27,False,False,False
O0004307,U001307,M0021,2026-03-26,26.61,False,35,False,False,False
O0004308,U001308,M0066,2026-02-22,21.27,True,31,False,False,True
O0004309,U001308,M0059,2026-02-26,24.4,True,22,False,False,False
O0004310,U001308,M0024,2026-03-04,29.38,False,47,False,False,False
O0004311,U001308,M0051,2026-03-14,25.18,True,39,False,False,False
O0004312,U001308,M0041,2026-03-26,32.21,False,18,False,False,False
O0004313,U001309,M0201,2025-11-15,20.64,True,39,False,False,True
O0004314,U001310,M0128,2025-10-30,31.51,True,38,False,False,True
O0004315,U001311,M0234,2026-02-12,29.07,True,29,False,False,True
O0004316,U001311,M0260,2026-03-08,27.25,False,26,False,False,False
O0004317,U001312,M0214,2025-07-15,20.69,False,46,True,False,True
O0004318,U001312,M0204,2025-07-22,20.24,True,29,False,True,False
O0004319,U001312,M0220,2025-08-10,35.67,True,32,False,False,False
O0004320,U001312,M0205,2025-08-30,31.06,False,40,False,False,False
O0004321,U001312,M0181,2025-09-18,14.58,False,26,False,False,False
O0004322,U001312,M0201,2025-10-01,19.81,True,39,False,False,False
O0004323,U001312,M0221,2025-10-10,17.7,False,33,False,False,False
O0004324,U001313,M0010,2025-07-22,31.52,True,30,False,False,True
O0004325,U001314,M0242,2025-09-12,27.91,False,39,False,False,True
O0004326,U001314,M0258,2025-09-22,33.16,True,20,False,False,False
O0004327,U001314,M0243,2025-10-04,15.36,False,32,False,False,False
O0004328,U001314,M0233,2025-10-16,20.52,True,33,False,False,False
O0004329,U001314,M0235,2025-10-22,20.11,True,29,False,False,False
O0004330,U001314,M0255,2025-10-26,26.0,False,36,False,True,False
O0004331,U001314,M0240,2025-11-01,28.58,False,31,False,False,False
O0004332,U001314,M0233,2025-11-12,18.64,False,36,False,False,False
O0004333,U001314,M0228,2025-11-22,10.0,False,26,False,False,False
O0004334,U001315,M0060,2025-09-23,38.96,False,48,True,False,True
O0004335,U001315,M0029,2025-10-14,18.87,False,58,True,False,False
O0004336,U001315,M0012,2025-11-01,40.34,False,43,False,False,False
O0004337,U001315,M0004,2025-11-27,31.77,False,49,True,True,False
O0004338,U001316,M0221,2025-09-19,8.0,True,40,False,False,True
O0004339,U001317,M0150,2025-12-06,22.88,True,39,False,False,True
O0004340,U001317,M0172,2025-12-17,11.92,False,37,False,False,False
O0004341,U001317,M0167,2026-01-14,13.28,False,24,False,False,False
O0004342,U001318,M0078,2025-07-23,23.45,False,50,False,False,True
O0004343,U001318,M0028,2025-08-03,27.55,False,35,False,False,False
O0004344,U001319,M0096,2026-01-19,18.09,False,42,False,False,True
O0004345,U001320,M0245,2025-12-19,22.41,False,33,False,False,True
O0004346,U001320,M0255,2026-01-05,18.91,True,29,False,False,False
O0004347,U001320,M0240,2026-01-12,28.0,True,48,True,False,False
O0004348,U001320,M0229,2026-01-29,30.52,False,41,False,False,False
O0004349,U001320,M0253,2026-02-10,19.32,True,48,True,False,False
O0004350,U001320,M0245,2026-02-27,15.73,True,25,False,False,False
O0004351,U001321,M0149,2025-09-10,19.08,True,42,False,False,True
O0004352,U001322,M0025,2025-09-07,26.08,False,37,False,False,True
O0004353,U001322,M0009,2025-09-18,10.0,False,38,False,False,False
O0004354,U001322,M0045,2025-09-24,10.0,False,43,False,False,False
O0004355,U001322,M0095,2025-09-29,27.27,True,26,False,False,False
O0004356,U001322,M0010,2025-10-04,21.07,False,19,False,False,False
O0004357,U001322,M0031,2025-10-12,14.45,False,50,True,False,False
O0004358,U001322,M0043,2025-10-17,21.24,False,32,False,False,False
O0004359,U001322,M0040,2025-10-24,29.42,False,39,False,False,False
O0004360,U001322,M0065,2025-10-30,24.25,False,39,False,False,False
O0004361,U001322,M0042,2025-11-10,25.64,False,53,True,False,False
O0004362,U001322,M0096,2025-11-22,18.86,False,26,False,False,False
O0004363,U001323,M0007,2025-09-21,9.78,True,33,False,False,True
O0004364,U001323,M0058,2025-10-21,10.79,False,28,False,False,False
O0004365,U001323,M0084,2025-11-03,13.29,False,21,False,False,False
O0004366,U001323,M0020,2025-11-19,24.44,False,24,False,False,False
O0004367,U001324,M0225,2026-01-02,19.02,True,34,False,False,True
O0004368,U001324,M0201,2026-01-16,17.03,False,29,False,False,False
O0004369,U001324,M0194,2026-02-01,14.05,False,30,False,False,False
O0004370,U001325,M0246,2026-02-10,19.53,True,29,False,False,True
O0004371,U001325,M0231,2026-02-20,26.26,False,36,False,False,False
O0004372,U001325,M0249,2026-02-28,10.98,False,45,False,False,False
O0004373,U001325,M0237,2026-03-12,19.46,True,35,False,False,False
O0004374,U001325,M0261,2026-03-30,30.8,True,35,False,False,False
O0004375,U001326,M0063,2025-12-04,25.92,False,18,False,False,True
O0004376,U001326,M0005,2025-12-13,26.98,False,36,False,False,False
O0004377,U001326,M0006,2025-12-20,26.2,False,18,False,False,False
O0004378,U001326,M0098,2025-12-31,25.57,False,47,True,False,False
O0004379,U001326,M0004,2026-01-07,22.4,False,27,False,False,False
O0004380,U001326,M0057,2026-01-19,33.04,False,34,False,True,False
O0004381,U001327,M0073,2025-08-04,37.56,True,30,False,False,True
O0004382,U001328,M0254,2025-12-29,12.0,True,30,False,False,True
O0004383,U001329,M0004,2025-08-14,11.26,True,37,False,False,True
O0004384,U001329,M0025,2025-09-03,18.47,False,31,False,False,False
O0004385,U001329,M0076,2025-09-15,40.14,False,30,False,False,False
O0004386,U001330,M0253,2025-12-14,14.47,True,52,True,False,True
O0004387,U001330,M0237,2026-01-13,24.99,False,29,False,False,False
O0004388,U001331,M0026,2026-03-05,21.86,False,46,False,True,True
O0004389,U001332,M0145,2026-03-19,29.76,True,42,False,False,True
O0004390,U001333,M0101,2025-10-01,15.89,True,36,False,False,True
O0004391,U001333,M0102,2025-10-27,12.39,True,18,False,False,False
O0004392,U001333,M0014,2025-11-24,36.11,False,43,False,False,False
O0004393,U001334,M0042,2026-02-26,21.79,True,46,True,False,True
O0004394,U001335,M0128,2026-03-28,28.4,True,30,False,False,True
O0004395,U001336,M0051,2025-08-01,23.28,True,18,False,False,True
O0004396,U001336,M0060,2025-08-11,39.32,True,26,False,False,False
O0004397,U001336,M0110,2025-08-30,11.38,True,31,False,False,False
O0004398,U001336,M0029,2025-09-08,8.0,True,23,False,False,False
O0004399,U001336,M0083,2025-09-19,14.95,False,52,False,False,False
O0004400,U001336,M0050,2025-10-08,25.57,True,54,True,False,False
O0004401,U001336,M0050,2025-10-28,19.07,False,38,False,False,False
O0004402,U001337,M0120,2026-03-05,23.06,False,34,False,False,True
O0004403,U001338,M0124,2026-03-14,9.4,True,45,False,False,True
O0004404,U001339,M0080,2025-08-25,28.75,False,25,False,False,True
O0004405,U001339,M0064,2025-09-12,18.96,False,29,False,False,False
O0004406,U001339,M0072,2025-09-23,22.46,True,44,False,False,False
O0004407,U001340,M0198,2025-12-20,22.14,True,27,False,False,True
O0004408,U001341,M0070,2025-07-31,17.19,True,51,True,True,True
O0004409,U001341,M0104,2025-08-04,22.7,False,43,False,False,False
O0004410,U001341,M0087,2025-08-13,12.49,False,44,False,False,False
O0004411,U001341,M0028,2025-08-19,25.47,False,30,False,False,False
O0004412,U001341,M0054,2025-08-27,27.98,False,48,False,False,False
O0004413,U001341,M0073,2025-09-05,27.65,True,44,False,False,False
O0004414,U001342,M0012,2025-11-09,40.21,True,49,True,False,True
O0004415,U001342,M0039,2025-11-22,33.83,True,21,False,False,False
O0004416,U001342,M0061,2025-12-08,25.02,False,31,False,False,False
O0004417,U001342,M0056,2025-12-27,27.78,True,26,False,False,False
O0004418,U001343,M0272,2025-08-27,20.53,False,23,False,False,True
O0004419,U001343,M0296,2025-09-01,29.13,True,38,False,False,False
O0004420,U001343,M0293,2025-09-10,20.28,True,24,False,False,False
O0004421,U001343,M0268,2025-09-18,27.23,True,49,True,False,False
O0004422,U001343,M0277,2025-09-22,32.41,False,42,False,False,False
O0004423,U001343,M0267,2025-09-28,28.37,False,47,True,False,False
O0004424,U001343,M0289,2025-10-10,18.98,False,22,False,True,False
O0004425,U001343,M0292,2025-10-22,21.49,False,45,False,False,False
O0004426,U001343,M0285,2025-11-03,27.8,True,27,False,False,False
O0004427,U001343,M0292,2025-11-11,22.64,False,35,False,False,False
O0004428,U001343,M0299,2025-11-20,25.14,False,46,True,False,False
O0004429,U001344,M0253,2026-01-30,26.58,False,39,False,False,True
O0004430,U001344,M0236,2026-02-12,35.23,True,37,False,False,False
O0004431,U001344,M0244,2026-02-28,24.84,True,20,False,False,False
O0004432,U001344,M0242,2026-03-12,16.69,True,37,False,True,False
O0004433,U001345,M0020,2026-03-31,31.98,True,55,False,False,True
O0004434,U001346,M0226,2025-07-20,11.22,True,32,False,False,True
O0004435,U001346,M0252,2025-08-03,23.33,False,40,False,False,False
O0004436,U001346,M0226,2025-08-30,15.48,False,33,False,False,False
O0004437,U001346,M0236,2025-09-12,21.81,True,27,False,False,False
O0004438,U001347,M0124,2026-03-15,18.07,True,38,False,False,True
O0004439,U001348,M0077,2026-03-09,21.42,True,29,False,False,True
O0004440,U001348,M0120,2026-03-21,41.18,True,39,False,False,False
O0004441,U001349,M0296,2025-09-16,27.49,False,46,True,False,True
O0004442,U001350,M0047,2026-02-10,26.07,False,18,False,False,True
O0004443,U001351,M0022,2025-11-02,39.5,True,30,False,False,True
O0004444,U001351,M0015,2025-11-27,22.13,False,39,False,False,False
O0004445,U001351,M0108,2025-12-13,22.1,False,25,False,False,False
O0004446,U001352,M0283,2025-09-26,36.59,True,25,False,False,True
O0004447,U001352,M0292,2025-10-04,28.25,False,36,False,False,False
O0004448,U001352,M0291,2025-10-15,14.17,False,60,True,False,False
O0004449,U001353,M0062,2026-02-09,31.75,False,42,False,False,True
O0004450,U001354,M0056,2026-03-28,24.43,True,29,False,False,True
O0004451,U001355,M0026,2026-03-12,25.02,True,33,False,False,True
O0004452,U001356,M0106,2025-08-02,26.11,True,18,False,False,True
O0004453,U001356,M0086,2025-08-13,13.36,False,19,False,False,False
O0004454,U001356,M0105,2025-08-23,25.03,False,53,True,False,False
O0004455,U001356,M0008,2025-09-02,15.07,False,34,False,False,False
O0004456,U001356,M0107,2025-09-06,18.99,True,32,False,False,False
O0004457,U001356,M0020,2025-09-14,34.97,False,34,False,False,False
O0004458,U001356,M0019,2025-09-22,20.93,False,27,False,False,False
O0004459,U001356,M0072,2025-09-29,23.34,False,30,False,False,False
O0004460,U001356,M0001,2025-10-03,35.36,False,36,False,False,False
O0004461,U001356,M0047,2025-10-13,21.67,False,19,False,False,False
O0004462,U001356,M0033,2025-10-24,15.4,True,50,False,False,False
O0004463,U001357,M0105,2025-11-12,26.46,False,23,False,False,True
O0004464,U001357,M0078,2025-11-17,21.86,False,48,False,True,False
O0004465,U001357,M0043,2025-11-21,25.36,False,42,False,False,False
O0004466,U001357,M0042,2025-11-25,21.0,False,32,False,False,False
O0004467,U001357,M0051,2025-12-06,17.57,True,36,False,False,False
O0004468,U001358,M0139,2025-12-09,29.53,True,33,False,False,True
O0004469,U001358,M0179,2025-12-26,30.7,False,36,False,False,False
O0004470,U001358,M0127,2026-01-15,15.07,False,31,False,False,False
O0004471,U001358,M0164,2026-01-31,18.79,False,56,True,False,False
O0004472,U001359,M0112,2026-01-17,24.08,False,47,True,False,True
O0004473,U001359,M0107,2026-02-03,19.86,False,30,False,False,False
O0004474,U001359,M0044,2026-02-19,19.5,False,38,False,False,False
O0004475,U001360,M0079,2025-12-06,18.39,True,27,False,False,True
O0004476,U001360,M0029,2025-12-16,20.52,False,40,False,False,False
O0004477,U001360,M0026,2025-12-23,23.38,False,43,False,False,False
O0004478,U001360,M0012,2026-01-04,30.33,False,32,False,False,False
O0004479,U001360,M0118,2026-01-09,25.89,False,28,False,False,False
O0004480,U001360,M0042,2026-01-17,27.52,False,31,False,True,False
O0004481,U001360,M0079,2026-01-22,20.89,False,26,False,False,False
O0004482,U001360,M0055,2026-01-28,27.71,False,24,False,False,False
O0004483,U001360,M0057,2026-02-02,31.05,False,32,False,False,False
O0004484,U001360,M0085,2026-02-13,24.16,False,18,False,False,False
O0004485,U001360,M0098,2026-02-22,22.2,False,61,True,False,False
O0004486,U001360,M0052,2026-03-02,10.0,False,39,False,False,False
O0004487,U001361,M0209,2025-11-13,22.41,True,23,False,False,True
O0004488,U001362,M0108,2025-09-27,31.58,False,53,True,False,True
O0004489,U001362,M0067,2025-10-08,18.91,False,40,False,False,False
O0004490,U001362,M0109,2025-10-20,16.29,True,37,False,False,False
O0004491,U001362,M0084,2025-10-29,24.33,False,27,False,False,False
O0004492,U001362,M0108,2025-11-03,25.17,True,27,False,False,False
O0004493,U001362,M0083,2025-11-15,14.92,False,39,False,False,False
O0004494,U001362,M0050,2025-11-24,28.99,False,38,False,False,False
O0004495,U001362,M0103,2025-11-28,10.0,False,34,False,False,False
O0004496,U001362,M0043,2025-12-06,21.69,False,37,False,False,False
O0004497,U001362,M0052,2025-12-16,17.4,False,32,False,False,False
O0004498,U001363,M0153,2026-02-28,31.25,True,22,False,False,True
O0004499,U001363,M0180,2026-03-23,32.97,False,54,False,False,False
O0004500,U001364,M0051,2025-07-12,23.29,True,31,False,False,True
O0004501,U001364,M0059,2025-07-20,26.66,False,33,False,False,False
O0004502,U001364,M0039,2025-07-30,22.3,True,51,True,False,False
O0004503,U001364,M0001,2025-08-09,23.37,True,42,False,False,False
O0004504,U001364,M0042,2025-08-18,32.83,False,40,False,False,False
O0004505,U001364,M0094,2025-08-25,20.87,False,45,False,False,False
O0004506,U001365,M0056,2025-08-23,29.33,True,41,False,False,True
O0004507,U001366,M0188,2025-10-25,8.0,True,32,False,False,True
O0004508,U001366,M0198,2025-11-04,23.4,True,19,False,False,False
O0004509,U001366,M0182,2025-11-13,33.13,True,33,False,False,False
O0004510,U001366,M0183,2025-11-21,17.83,True,37,False,False,False
O0004511,U001366,M0206,2025-12-01,17.93,True,35,False,False,False
O0004512,U001366,M0196,2025-12-14,21.71,True,49,True,False,False
O0004513,U001366,M0194,2026-01-03,20.83,True,33,False,False,False
O0004514,U001367,M0265,2025-08-28,23.85,False,28,False,False,True
O0004515,U001368,M0057,2025-12-28,37.97,True,33,False,False,True
O0004516,U001369,M0269,2025-09-14,22.42,False,28,False,False,True
O0004517,U001369,M0271,2025-09-23,29.01,True,18,False,False,False
O0004518,U001369,M0272,2025-10-08,24.47,False,34,False,False,False
O0004519,U001369,M0298,2025-10-25,14.17,False,39,False,False,False
O0004520,U001369,M0290,2025-11-11,26.11,True,45,False,False,False
O0004521,U001369,M0285,2025-11-21,22.05,False,40,False,False,False
O0004522,U001369,M0273,2025-11-29,15.9,True,38,False,False,False
O0004523,U001370,M0093,2026-01-28,26.64,False,47,False,False,True
O0004524,U001370,M0093,2026-02-21,22.93,False,23,False,True,False
O0004525,U001370,M0026,2026-03-08,15.86,False,26,False,False,False
O0004526,U001371,M0142,2025-12-02,26.56,True,18,False,False,True
O0004527,U001371,M0145,2025-12-14,27.89,False,23,False,False,False
O0004528,U001371,M0173,2025-12-22,35.69,False,33,False,False,False
O0004529,U001371,M0123,2025-12-28,20.61,False,25,False,False,False
O0004530,U001371,M0177,2026-01-04,16.37,False,27,False,False,False
O0004531,U001371,M0129,2026-01-11,32.52,False,32,False,False,False
O0004532,U001371,M0129,2026-01-23,22.81,False,49,True,False,False
O0004533,U001371,M0164,2026-02-04,24.62,True,35,False,False,False
O0004534,U001371,M0176,2026-02-08,17.21,False,47,True,False,False
O0004535,U001371,M0180,2026-02-16,36.77,True,34,False,False,False
O0004536,U001371,M0161,2026-02-21,15.68,False,28,False,False,False
O0004537,U001371,M0129,2026-03-01,21.84,True,38,False,False,False
O0004538,U001372,M0159,2025-09-27,29.68,True,36,False,False,True
O0004539,U001372,M0157,2025-10-16,22.81,True,31,False,False,False
O0004540,U001372,M0160,2025-11-13,16.28,False,31,False,False,False
O0004541,U001373,M0191,2025-07-10,16.65,True,42,False,False,True
O0004542,U001373,M0199,2025-08-09,29.97,False,40,False,False,False
O0004543,U001373,M0196,2025-08-23,23.1,False,26,False,False,False
O0004544,U001374,M0247,2025-09-08,24.86,False,38,False,False,True
O0004545,U001374,M0233,2025-09-28,20.77,False,47,True,False,False
O0004546,U001375,M0105,2025-08-25,16.77,False,39,False,False,True
O0004547,U001375,M0082,2025-09-12,39.62,False,47,False,True,False
O0004548,U001375,M0076,2025-09-27,35.38,False,52,True,False,False
O0004549,U001376,M0283,2025-11-17,33.2,True,52,True,False,True
O0004550,U001376,M0296,2025-11-28,24.11,True,29,False,False,False
O0004551,U001376,M0279,2025-12-16,25.19,True,31,False,False,False
O0004552,U001377,M0083,2025-12-24,8.56,True,39,False,False,True
O0004553,U001378,M0015,2026-02-07,22.79,True,50,True,False,True
O0004554,U001378,M0006,2026-03-09,26.79,False,54,True,False,False
O0004555,U001378,M0034,2026-03-23,14.12,False,34,False,False,False
O0004556,U001379,M0077,2025-11-03,24.21,False,19,False,False,True
O0004557,U001379,M0032,2025-11-12,25.97,False,46,True,False,False
O0004558,U001379,M0006,2025-11-28,30.21,False,42,False,False,False
O0004559,U001379,M0040,2025-12-08,40.65,True,48,True,False,False
O0004560,U001379,M0091,2025-12-18,28.0,True,32,False,False,False
O0004561,U001379,M0066,2025-12-26,25.58,False,33,False,False,False
O0004562,U001379,M0102,2026-01-05,20.48,False,28,False,False,False
O0004563,U001380,M0166,2026-01-13,42.96,False,38,False,False,True
O0004564,U001381,M0265,2025-07-10,22.01,True,29,False,False,True
O0004565,U001381,M0260,2025-07-16,28.87,True,25,False,False,False
O0004566,U001381,M0240,2025-07-28,25.57,False,27,False,False,False
O0004567,U001381,M0241,2025-08-09,30.63,False,48,True,False,False
O0004568,U001381,M0235,2025-08-13,12.37,False,27,False,False,False
O0004569,U001381,M0258,2025-08-18,41.11,False,47,True,False,False
O0004570,U001382,M0068,2025-08-23,16.44,False,57,True,False,True
O0004571,U001383,M0069,2025-12-02,11.58,True,57,False,False,True
O0004572,U001383,M0005,2025-12-15,25.14,True,36,False,False,False
O0004573,U001384,M0047,2025-07-24,28.48,True,43,False,False,True
O0004574,U001384,M0102,2025-08-07,14.11,False,28,False,False,False
O0004575,U001385,M0121,2026-03-04,29.75,False,27,False,False,True
O0004576,U001385,M0131,2026-03-31,25.4,True,45,False,False,False
O0004577,U001386,M0237,2026-01-29,21.76,True,24,False,False,True
O0004578,U001386,M0232,2026-02-12,12.5,True,42,False,False,False
O0004579,U001386,M0254,2026-02-25,10.46,True,33,False,False,False
O0004580,U001386,M0263,2026-03-17,17.24,True,36,False,False,False
O0004581,U001386,M0234,2026-03-25,22.78,True,51,True,False,False
O0004582,U001387,M0025,2026-01-17,8.0,True,46,True,False,True
O0004583,U001388,M0115,2026-01-27,27.47,True,21,False,False,True
O0004584,U001389,M0266,2026-01-30,19.12,False,34,False,False,True
O0004585,U001389,M0277,2026-02-08,14.54,False,33,False,False,False
O0004586,U001389,M0282,2026-02-15,16.1,False,32,False,False,False
O0004587,U001389,M0292,2026-02-19,26.31,False,53,True,True,False
O0004588,U001389,M0299,2026-02-25,10.0,True,18,False,False,False
O0004589,U001389,M0289,2026-03-05,17.51,True,30,False,False,False
O0004590,U001389,M0274,2026-03-11,26.75,False,43,False,True,False
O0004591,U001389,M0268,2026-03-22,21.98,False,31,False,False,False
O0004592,U001389,M0289,2026-03-27,18.02,False,31,False,False,False
O0004593,U001390,M0280,2025-11-12,16.35,False,50,True,False,True
O0004594,U001390,M0273,2025-11-29,26.45,True,26,False,False,False
O0004595,U001391,M0173,2026-01-29,25.07,True,36,False,False,True
O0004596,U001391,M0177,2026-02-23,16.84,True,36,False,False,False
O0004597,U001392,M0212,2025-08-03,15.04,False,42,False,False,True
O0004598,U001392,M0219,2025-08-29,27.76,False,41,False,False,False
O0004599,U001392,M0204,2025-09-08,21.08,False,38,False,False,False
O0004600,U001392,M0188,2025-10-04,13.65,False,33,False,False,False
O0004601,U001393,M0063,2025-08-22,18.87,True,35,False,False,True
O0004602,U001393,M0006,2025-09-11,23.66,True,18,False,False,False
O0004603,U001393,M0040,2025-10-01,36.34,False,23,False,False,False
O0004604,U001394,M0124,2025-12-11,17.69,False,44,False,False,True
O0004605,U001394,M0135,2025-12-20,23.11,False,34,False,False,False
O0004606,U001394,M0156,2025-12-26,18.19,False,49,True,False,False
O0004607,U001394,M0170,2025-12-30,33.08,False,55,True,False,False
O0004608,U001394,M0155,2026-01-09,22.16,False,19,False,False,False
O0004609,U001394,M0134,2026-01-19,24.06,True,35,False,False,False
O0004610,U001394,M0132,2026-01-24,21.75,False,47,True,False,False
O0004611,U001394,M0163,2026-02-01,12.77,False,38,False,False,False
O0004612,U001394,M0140,2026-02-13,31.65,False,37,False,False,False
O0004613,U001394,M0132,2026-02-19,20.38,False,34,False,False,False
O0004614,U001394,M0156,2026-03-02,26.75,True,45,False,False,False
O0004615,U001395,M0098,2026-01-20,25.41,True,27,False,False,True
O0004616,U001395,M0070,2026-01-26,10.44,True,39,False,False,False
O0004617,U001395,M0070,2026-02-03,23.31,False,43,False,False,False
O0004618,U001395,M0017,2026-02-10,23.52,False,19,False,False,False
O0004619,U001395,M0027,2026-02-16,35.22,False,40,False,False,False
O0004620,U001395,M0107,2026-02-24,25.9,True,18,False,False,False
O0004621,U001396,M0145,2025-12-06,20.31,False,45,False,False,True
O0004622,U001397,M0197,2025-09-30,31.78,False,22,False,False,True
O0004623,U001397,M0212,2025-10-11,17.74,False,47,True,False,False
O0004624,U001397,M0195,2025-10-22,16.16,False,27,False,False,False
O0004625,U001398,M0049,2026-03-31,31.85,False,28,False,False,True
O0004626,U001399,M0263,2025-09-08,20.21,True,18,False,False,True
O0004627,U001399,M0263,2025-09-15,23.42,True,33,False,False,False
O0004628,U001399,M0226,2025-09-24,24.01,True,23,False,False,False
O0004629,U001400,M0039,2025-09-26,24.87,True,30,False,False,True
O0004630,U001400,M0068,2025-10-03,27.36,False,21,False,False,False
O0004631,U001400,M0041,2025-10-08,21.22,False,43,False,False,False
O0004632,U001400,M0120,2025-10-14,24.79,True,34,False,False,False
O0004633,U001400,M0075,2025-10-20,27.01,True,41,False,True,False
O0004634,U001400,M0111,2025-11-01,27.58,False,28,False,False,False
O0004635,U001400,M0054,2025-11-08,29.41,False,33,False,False,False
O0004636,U001400,M0095,2025-11-17,26.17,True,39,False,False,False
O0004637,U001400,M0023,2025-11-29,20.56,False,39,False,False,False
O0004638,U001401,M0007,2025-10-29,17.01,False,46,True,False,True
O0004639,U001401,M0010,2025-11-21,29.18,True,52,True,False,False
O0004640,U001401,M0101,2025-12-02,28.81,False,45,False,False,False
O0004641,U001401,M0020,2026-01-01,25.19,False,35,False,False,False
O0004642,U001402,M0173,2026-03-13,27.47,False,22,False,False,True
O0004643,U001403,M0237,2025-11-01,24.3,True,18,False,False,True
O0004644,U001403,M0236,2025-11-18,14.68,False,39,False,False,False
O0004645,U001403,M0234,2025-12-17,23.51,False,49,False,False,False
O0004646,U001404,M0037,2025-11-20,22.67,False,44,False,False,True
O0004647,U001404,M0114,2025-12-17,35.22,False,39,False,False,False
O0004648,U001404,M0034,2026-01-09,22.51,True,35,False,False,False
O0004649,U001405,M0076,2025-07-26,25.98,True,40,False,False,True
O0004650,U001406,M0037,2026-01-23,29.77,True,31,False,False,True
O0004651,U001406,M0043,2026-02-14,12.47,False,36,False,False,False
O0004652,U001406,M0100,2026-03-06,19.67,False,40,False,False,False
O0004653,U001407,M0177,2025-09-30,23.38,False,41,False,False,True
O0004654,U001407,M0162,2025-10-17,28.54,True,27,False,False,False
O0004655,U001407,M0140,2025-10-25,35.38,True,35,False,False,False
O0004656,U001407,M0127,2025-11-09,8.0,True,26,False,False,False
O0004657,U001408,M0236,2026-03-31,22.51,True,39,False,False,True
O0004658,U001409,M0223,2025-09-06,25.74,False,31,False,False,True
O0004659,U001410,M0067,2026-01-06,21.1,True,22,False,False,True
O0004660,U001410,M0027,2026-01-15,36.92,False,18,False,False,False
O0004661,U001410,M0071,2026-01-22,34.33,True,30,False,False,False
O0004662,U001410,M0087,2026-02-10,12.06,False,47,False,False,False
O0004663,U001410,M0022,2026-03-01,28.37,True,45,False,False,False
O0004664,U001410,M0117,2026-03-17,29.43,True,42,False,False,False
O0004665,U001411,M0285,2026-03-31,12.88,False,44,False,False,True
O0004666,U001412,M0165,2026-03-31,11.95,False,28,False,False,True
O0004667,U001413,M0025,2026-01-28,14.74,False,30,False,False,True
O0004668,U001414,M0025,2025-11-17,27.08,False,24,False,False,True
O0004669,U001415,M0020,2025-08-07,37.46,True,18,False,False,True
O0004670,U001415,M0077,2025-08-17,11.66,False,28,False,False,False
O0004671,U001415,M0015,2025-08-25,23.72,True,23,False,False,False
O0004672,U001415,M0076,2025-08-30,41.82,False,45,False,False,False
O0004673,U001415,M0003,2025-09-06,17.27,True,37,False,False,False
O0004674,U001415,M0066,2025-09-14,28.54,True,33,False,False,False
O0004675,U001415,M0108,2025-09-19,40.92,False,31,False,False,False
O0004676,U001415,M0027,2025-10-01,22.88,False,39,False,False,False
O0004677,U001415,M0017,2025-10-06,31.43,False,39,False,False,False
O0004678,U001415,M0028,2025-10-11,30.45,False,29,False,False,False
O0004679,U001416,M0234,2025-11-05,38.92,False,34,False,False,True
O0004680,U001417,M0055,2026-03-20,25.0,True,44,False,False,True
O0004681,U001418,M0178,2025-09-22,20.95,False,18,False,False,True
O0004682,U001418,M0123,2025-09-28,15.73,False,35,False,False,False
O0004683,U001418,M0123,2025-10-03,29.16,False,40,False,False,False
O0004684,U001418,M0128,2025-10-09,23.36,False,28,False,False,False
O0004685,U001418,M0143,2025-10-14,24.56,False,42,False,False,False
O0004686,U001418,M0158,2025-10-20,26.36,False,27,False,False,False
O0004687,U001418,M0130,2025-10-28,26.58,False,62,True,True,False
O0004688,U001418,M0179,2025-11-05,20.26,False,18,False,False,False
O0004689,U001418,M0176,2025-11-15,12.38,False,38,False,False,False
O0004690,U001418,M0161,2025-11-21,23.5,False,35,False,False,False
O0004691,U001418,M0143,2025-11-27,24.6,False,33,False,False,False
O0004692,U001419,M0127,2025-11-20,18.44,True,38,False,False,True
O0004693,U001419,M0177,2025-12-05,28.66,False,33,False,False,False
O0004694,U001419,M0147,2026-01-04,8.0,True,32,False,False,False
O0004695,U001420,M0079,2025-11-01,12.17,False,35,False,False,True
O0004696,U001420,M0081,2025-11-11,12.89,False,23,False,False,False
O0004697,U001421,M0234,2025-09-06,27.14,False,18,False,False,True
O0004698,U001421,M0239,2025-09-10,13.35,True,49,True,False,False
O0004699,U001421,M0228,2025-09-21,14.52,False,63,True,False,False
O0004700,U001421,M0234,2025-09-27,24.27,False,46,False,False,False
O0004701,U001421,M0234,2025-10-04,28.18,False,44,False,False,False
O0004702,U001421,M0238,2025-10-14,27.97,False,40,False,False,False
O0004703,U001421,M0226,2025-10-26,27.04,False,29,False,False,False
O0004704,U001421,M0238,2025-11-02,41.5,False,37,False,False,False
O0004705,U001421,M0246,2025-11-09,27.2,True,45,False,False,False
O0004706,U001421,M0230,2025-11-18,25.87,False,51,True,False,False
O0004707,U001421,M0258,2025-11-30,25.06,True,32,False,False,False
