user_id,signup_date,first_order_date,city,acquisition_channel,initial_promo_received,is_uber_cross_user
U000951,2026-01-21,2026-01-30,Los Angeles,Organic,True,False
U000952,2025-11-29,2025-12-12,San Francisco,Paid Social,True,False
U000953,2025-08-12,2025-08-19,San Diego,Local Campaign,False,True
U000954,2025-12-24,2026-02-04,Los Angeles,Local Campaign,False,False
U000955,2025-09-30,2025-10-22,Los Angeles,Local Campaign,False,False
U000956,2025-08-15,2025-08-20,Los Angeles,Uber Cross-App,True,True
U000957,2025-08-21,2025-08-26,Seattle,Referral,True,False
U000958,2025-09-11,2025-10-14,San Francisco,Organic,False,False
U000959,2025-10-24,2025-11-07,Seattle,Paid Social,False,False
U000960,2025-09-05,2025-09-14,San Diego,Paid Social,False,False
U000961,2025-09-09,2025-09-11,San Francisco,Paid Social,True,False
U000962,2025-07-20,2025-07-24,Los Angeles,Organic,True,True
U000963,2025-07-09,2025-07-21,Seattle,Referral,True,False
U000964,2026-01-07,2026-01-15,Los Angeles,Uber Cross-App,False,False
U000965,2025-11-29,2026-01-03,Los Angeles,Paid Social,False,False
U000966,2025-11-17,2025-11-30,Seattle,Referral,True,False
U000967,2025-07-11,2025-07-19,Los Angeles,Organic,False,False
U000968,2026-03-14,2026-03-30,Phoenix,Organic,False,True
U000969,2025-10-26,2025-11-24,Seattle,Organic,False,False
U000970,2026-01-23,2026-02-17,Seattle,Referral,False,False
U000971,2025-09-10,2025-09-11,Los Angeles,Uber Cross-App,True,True
U000972,2025-10-01,2025-10-01,Phoenix,Organic,True,True
U000973,2026-01-08,2026-02-08,Phoenix,Local Campaign,False,True
U000974,2025-07-11,2025-07-21,Los Angeles,Referral,True,False
U000975,2025-09-03,2025-09-03,Los Angeles,Local Campaign,True,False
U000976,2026-02-16,2026-02-21,Los Angeles,Referral,False,False
U000977,2025-07-31,2025-08-06,Los Angeles,Local Campaign,False,False
U000978,2025-10-27,2025-10-29,Los Angeles,Local Campaign,True,False
U000979,2026-02-16,2026-03-29,Los Angeles,Organic,False,False
U000980,2026-02-03,2026-02-16,Los Angeles,Uber Cross-App,True,False
U000981,2026-02-27,2026-03-08,Los Angeles,Organic,True,False
U000982,2026-03-22,2026-03-31,San Francisco,Uber Cross-App,True,False
U000983,2025-12-27,2025-12-28,Los Angeles,Local Campaign,True,False
U000984,2025-09-21,2025-09-21,San Diego,Uber Cross-App,True,True
U000985,2026-03-28,2026-03-31,Los Angeles,Local Campaign,False,False
U000986,2025-09-11,2025-09-21,San Francisco,Uber Cross-App,True,True
U000987,2025-09-14,2025-09-16,Los Angeles,Uber Cross-App,True,False
U000988,2025-09-20,2025-10-01,San Diego,Paid Social,True,False
U000989,2026-01-12,2026-01-21,Los Angeles,Local Campaign,True,False
U000990,2026-01-16,2026-01-18,Los Angeles,Paid Social,True,False
U000991,2026-01-12,2026-02-21,San Diego,Uber Cross-App,False,False
U000992,2025-11-15,2025-12-22,Los Angeles,Referral,False,False
U000993,2025-12-27,2026-01-05,Phoenix,Referral,True,False
U000994,2025-12-16,2025-12-19,Phoenix,Local Campaign,True,False
U000995,2025-09-17,2025-09-30,Los Angeles,Paid Social,True,False
U000996,2026-02-19,2026-02-22,San Francisco,Local Campaign,True,False
U000997,2025-07-10,2025-07-18,Los Angeles,Organic,True,False
U000998,2026-02-02,2026-02-16,Los Angeles,Paid Social,True,True
U000999,2025-12-12,2025-12-17,San Diego,Paid Social,True,False
U001000,2026-03-06,2026-03-06,Los Angeles,Organic,True,False
U001001,2025-08-25,2025-09-08,Phoenix,Uber Cross-App,True,True
U001002,2026-01-14,2026-01-26,Phoenix,Uber Cross-App,True,False
U001003,2025-11-05,2025-11-19,San Diego,Paid Social,True,False
U001004,2026-01-18,2026-01-19,Los Angeles,Paid Social,True,True
U001005,2025-07-25,2025-08-19,Los Angeles,Uber Cross-App,False,True
U001006,2025-08-17,2025-08-24,Seattle,Organic,False,False
U001007,2026-03-14,2026-03-31,San Francisco,Organic,False,False
U001008,2025-11-22,2025-12-03,Seattle,Uber Cross-App,True,False
U001009,2025-08-12,2025-08-20,Los Angeles,Uber Cross-App,True,True
U001010,2025-11-16,2025-11-22,Los Angeles,Paid Social,True,False
U001011,2025-09-26,2025-10-19,San Francisco,Local Campaign,False,True
U001012,2025-07-27,2025-08-01,Los Angeles,Uber Cross-App,True,True
U001013,2026-02-22,2026-02-24,San Diego,Referral,True,True
U001014,2026-03-04,2026-03-12,Los Angeles,Paid Social,True,False
U001015,2026-02-12,2026-03-24,Phoenix,Organic,False,False
U001016,2025-08-04,2025-08-07,San Francisco,Uber Cross-App,False,True
U001017,2025-12-01,2025-12-06,Phoenix,Paid Social,True,True
U001018,2025-12-15,2025-12-20,Los Angeles,Referral,True,False
U001019,2025-10-14,2025-10-25,Seattle,Organic,True,False
U001020,2025-12-05,2025-12-08,Los Angeles,Referral,True,True
U001021,2025-08-30,2025-09-21,San Diego,Uber Cross-App,False,False
U001022,2026-03-11,2026-03-17,San Francisco,Referral,False,True
U001023,2025-10-15,2025-10-30,Los Angeles,Local Campaign,False,False
U001024,2025-10-03,2025-10-14,Seattle,Uber Cross-App,True,True
U001025,2026-02-01,2026-02-07,Los Angeles,Referral,True,False
U001026,2025-07-21,2025-07-24,Los Angeles,Organic,True,False
U001027,2026-02-17,2026-03-03,Los Angeles,Paid Social,True,False
U001028,2026-03-30,2026-03-31,Los Angeles,Organic,True,False
U001029,2026-01-02,2026-01-16,San Francisco,Uber Cross-App,True,True
U001030,2025-10-08,2025-11-05,Seattle,Organic,False,True
U001031,2026-02-18,2026-02-24,Los Angeles,Paid Social,True,False
U001032,2025-09-26,2025-10-06,Seattle,Referral,False,False
U001033,2025-11-24,2025-12-07,Phoenix,Uber Cross-App,True,True
U001034,2025-08-24,2025-08-26,Los Angeles,Local Campaign,True,False
U001035,2025-10-20,2025-11-02,Los Angeles,Local Campaign,True,False
U001036,2026-01-03,2026-01-04,Seattle,Paid Social,True,True
U001037,2026-03-05,2026-03-09,San Diego,Paid Social,False,True
U001038,2025-11-28,2025-12-27,Seattle,Local Campaign,False,False
U001039,2025-11-02,2025-11-09,Los Angeles,Uber Cross-App,False,False
U001040,2025-10-30,2025-11-08,San Francisco,Local Campaign,True,False
U001041,2025-07-16,2025-08-05,Los Angeles,Local Campaign,False,True
U001042,2025-08-11,2025-08-22,Phoenix,Uber Cross-App,True,True
U001043,2025-07-16,2025-08-08,San Diego,Referral,False,False
U001044,2026-01-15,2026-01-29,San Diego,Uber Cross-App,True,False
U001045,2025-09-23,2025-09-29,Seattle,Paid Social,True,False
U001046,2026-02-23,2026-02-26,Seattle,Uber Cross-App,True,False
U001047,2025-09-22,2025-09-24,Los Angeles,Paid Social,False,False
U001048,2025-10-29,2025-11-30,San Francisco,Organic,False,False
U001049,2025-08-06,2025-09-06,Los Angeles,Organic,False,True
U001050,2025-08-26,2025-08-31,Los Angeles,Referral,True,False
U001051,2025-09-18,2025-09-21,Los Angeles,Local Campaign,False,False
U001052,2025-11-26,2025-12-17,San Diego,Local Campaign,False,False
U001053,2025-11-02,2025-12-04,Los Angeles,Organic,False,False
U001054,2025-11-13,2025-11-15,Los Angeles,Local Campaign,False,False
U001055,2025-10-03,2025-10-03,San Diego,Referral,True,False
U001056,2025-11-12,2025-11-25,Seattle,Uber Cross-App,False,False
U001057,2025-07-29,2025-08-09,Los Angeles,Local Campaign,True,True
U001058,2025-12-16,2025-12-18,Phoenix,Organic,False,False
U001059,2025-07-29,2025-09-05,San Francisco,Uber Cross-App,False,True
U001060,2025-07-23,2025-08-30,Los Angeles,Organic,False,False
U001061,2026-03-29,2026-03-31,San Francisco,Paid Social,True,False
U001062,2025-10-08,2025-10-08,Los Angeles,Paid Social,True,False
U001063,2025-11-13,2025-11-23,San Francisco,Paid Social,True,True
U001064,2026-03-11,2026-03-17,Los Angeles,Paid Social,False,True
U001065,2026-01-24,2026-01-28,Seattle,Referral,True,False
U001066,2025-10-18,2025-10-25,Seattle,Organic,False,False
U001067,2025-09-15,2025-09-15,San Francisco,Uber Cross-App,False,False
U001068,2025-07-30,2025-09-06,Phoenix,Organic,False,False
U001069,2026-02-05,2026-03-07,Los Angeles,Uber Cross-App,False,True
U001070,2025-09-28,2025-10-13,San Francisco,Local Campaign,False,False
U001071,2026-03-27,2026-03-31,Los Angeles,Local Campaign,False,False
U001072,2026-02-08,2026-02-16,Los Angeles,Organic,False,False
U001073,2025-12-12,2025-12-18,Los Angeles,Paid Social,True,True
U001074,2025-07-19,2025-07-19,Phoenix,Organic,False,False
U001075,2025-09-13,2025-09-13,San Diego,Local Campaign,True,True
U001076,2025-10-03,2025-10-08,San Francisco,Organic,True,True
U001077,2025-08-25,2025-09-19,San Francisco,Uber Cross-App,False,True
U001078,2026-01-05,2026-01-06,Phoenix,Organic,True,True
U001079,2025-12-17,2026-01-31,Los Angeles,Organic,False,False
U001080,2026-03-26,2026-03-31,Seattle,Local Campaign,True,False
U001081,2026-03-26,2026-03-31,Seattle,Local Campaign,False,False
U001082,2026-01-18,2026-01-20,San Diego,Referral,True,False
U001083,2026-02-13,2026-03-09,San Diego,Organic,False,False
U001084,2026-03-10,2026-03-14,Los Angeles,Referral,True,False
U001085,2026-02-12,2026-02-23,San Francisco,Referral,True,False
U001086,2025-07-24,2025-07-28,Los Angeles,Paid Social,True,True
U001087,2025-07-18,2025-07-29,Los Angeles,Paid Social,True,False
U001088,2026-02-02,2026-03-04,Los Angeles,Organic,False,False
U001089,2025-07-18,2025-08-03,Los Angeles,Local Campaign,False,False
U001090,2026-03-24,2026-03-31,San Diego,Uber Cross-App,False,False
U001091,2025-12-13,2025-12-17,Los Angeles,Paid Social,True,True
U001092,2026-01-22,2026-03-03,Los Angeles,Uber Cross-App,False,True
U001093,2026-03-13,2026-03-15,Los Angeles,Paid Social,True,False
U001094,2026-03-28,2026-03-31,Los Angeles,Local Campaign,True,False
U001095,2025-10-15,2025-10-21,Los Angeles,Organic,True,True
U001096,2026-01-18,2026-01-19,Los Angeles,Paid Social,True,False
U001097,2025-08-10,2025-09-18,Los Angeles,Paid Social,False,True
U001098,2025-07-04,2025-07-09,San Francisco,Organic,False,False
U001099,2026-01-23,2026-03-06,Los Angeles,Organic,False,True
U001100,2025-12-10,2026-01-23,Los Angeles,Organic,False,False
U001101,2025-12-10,2025-12-19,Seattle,Uber Cross-App,True,True
U001102,2025-09-26,2025-10-04,San Diego,Uber Cross-App,True,True
U001103,2025-07-15,2025-07-15,Los Angeles,Local Campaign,False,False
U001104,2026-03-01,2026-03-06,San Francisco,Uber Cross-App,True,True
U001105,2025-08-05,2025-08-07,San Diego,Paid Social,True,False
U001106,2026-01-13,2026-01-19,Seattle,Uber Cross-App,True,False
U001107,2025-07-29,2025-08-10,Los Angeles,Referral,True,False
U001108,2026-02-21,2026-03-05,Los Angeles,Referral,True,False
U001109,2025-12-01,2025-12-15,San Diego,Local Campaign,True,False
U001110,2025-12-18,2025-12-24,San Diego,Uber Cross-App,False,False
U001111,2025-08-24,2025-09-21,Los Angeles,Local Campaign,False,True
U001112,2025-12-05,2025-12-07,San Francisco,Local Campaign,True,True
U001113,2025-09-15,2025-09-29,San Francisco,Paid Social,False,False
U001114,2026-03-26,2026-03-31,San Francisco,Uber Cross-App,True,True
U001115,2025-11-26,2025-12-07,Los Angeles,Uber Cross-App,True,True
U001116,2026-03-06,2026-03-25,San Francisco,Local Campaign,False,False
U001117,2025-07-02,2025-07-25,Los Angeles,Referral,False,True
U001118,2026-02-21,2026-02-28,Los Angeles,Uber Cross-App,False,True
U001119,2025-11-08,2025-12-09,San Francisco,Organic,False,False
U001120,2025-08-30,2025-09-11,Los Angeles,Paid Social,True,False
U001121,2026-02-06,2026-03-02,Seattle,Organic,False,True
U001122,2025-07-12,2025-07-18,Los Angeles,Referral,False,False
U001123,2025-08-31,2025-10-06,Los Angeles,Paid Social,False,False
U001124,2025-07-25,2025-08-02,Los Angeles,Local Campaign,True,True
U001125,2026-01-12,2026-01-16,San Diego,Uber Cross-App,True,True
U001126,2026-03-08,2026-03-12,San Francisco,Uber Cross-App,True,False
U001127,2026-03-07,2026-03-13,Los Angeles,Organic,True,False
U001128,2026-01-02,2026-02-04,Los Angeles,Uber Cross-App,False,False
U001129,2026-03-22,2026-03-31,San Francisco,Local Campaign,False,False
U001130,2025-09-06,2025-09-11,Los Angeles,Organic,True,False
U001131,2026-03-16,2026-03-25,Los Angeles,Organic,False,False
U001132,2025-09-10,2025-10-22,Los Angeles,Organic,False,False
U001133,2026-03-02,2026-03-03,San Francisco,Referral,True,False
U001134,2025-07-19,2025-07-20,Los Angeles,Local Campaign,False,False
U001135,2025-09-23,2025-10-03,Los Angeles,Paid Social,True,False
U001136,2025-08-30,2025-09-02,Los Angeles,Referral,True,False
U001137,2025-11-10,2025-11-13,San Diego,Uber Cross-App,False,True
U001138,2025-08-30,2025-09-08,San Diego,Organic,False,False
U001139,2025-09-27,2025-10-07,Phoenix,Paid Social,True,False
U001140,2025-12-27,2026-01-30,Seattle,Paid Social,False,False
U001141,2026-02-11,2026-03-07,Los Angeles,Organic,False,False
U001142,2025-09-06,2025-09-17,Los Angeles,Referral,True,True
U001143,2025-07-08,2025-07-08,Los Angeles,Referral,True,False
U001144,2025-09-21,2025-10-03,Los Angeles,Paid Social,True,True
U001145,2025-10-30,2025-11-10,Los Angeles,Paid Social,True,False
U001146,2026-02-26,2026-03-03,Seattle,Organic,True,True
U001147,2025-08-04,2025-08-04,San Francisco,Referral,True,True
U001148,2026-02-02,2026-02-03,Los Angeles,Uber Cross-App,True,True
U001149,2025-07-12,2025-07-28,Seattle,Local Campaign,False,False
U001150,2025-08-27,2025-09-29,Los Angeles,Uber Cross-App,False,False
U001151,2026-03-08,2026-03-22,Seattle,Organic,False,False
U001152,2025-10-01,2025-10-14,San Francisco,Referral,True,False
U001153,2026-02-12,2026-02-12,Los Angeles,Local Campaign,True,True
U001154,2025-12-27,2026-01-02,San Francisco,Uber Cross-App,True,True
U001155,2025-12-01,2025-12-08,Phoenix,Paid Social,True,False
U001156,2025-08-28,2025-09-06,Los Angeles,Referral,True,False
U001157,2026-02-18,2026-02-24,Los Angeles,Referral,True,False
U001158,2025-12-23,2026-01-01,Seattle,Organic,True,False
U001159,2026-03-22,2026-03-28,Los Angeles,Referral,True,False
U001160,2026-03-07,2026-03-31,Los Angeles,Organic,False,False
U001161,2025-09-07,2025-10-13,San Francisco,Local Campaign,False,True
U001162,2025-10-14,2025-10-22,Seattle,Uber Cross-App,False,True
U001163,2026-02-28,2026-03-02,Los Angeles,Paid Social,True,False
U001164,2025-11-23,2025-11-25,San Diego,Uber Cross-App,False,True
U001165,2025-09-10,2025-09-18,Los Angeles,Local Campaign,False,False
U001166,2025-08-09,2025-08-15,Los Angeles,Local Campaign,True,False
U001167,2026-01-05,2026-01-19,Los Angeles,Organic,True,False
U001168,2025-12-20,2025-12-30,Los Angeles,Referral,True,False
U001169,2025-09-10,2025-09-16,Los Angeles,Local Campaign,True,False
U001170,2025-09-19,2025-09-30,Los Angeles,Local Campaign,False,False
U001171,2026-03-06,2026-03-13,Los Angeles,Local Campaign,True,False
U001172,2025-12-13,2026-01-22,Los Angeles,Organic,False,False
U001173,2026-01-01,2026-01-15,San Francisco,Paid Social,True,False
U001174,2025-09-10,2025-09-12,Los Angeles,Referral,True,False
U001175,2025-09-30,2025-10-21,Los Angeles,Uber Cross-App,False,True
U001176,2025-07-19,2025-07-21,Los Angeles,Organic,True,False
U001177,2026-01-07,2026-01-11,San Diego,Uber Cross-App,False,True
U001178,2025-11-11,2025-11-17,Phoenix,Uber Cross-App,False,True
U001179,2025-08-04,2025-08-10,Los Angeles,Paid Social,True,False
U001180,2025-11-08,2025-11-12,Phoenix,Local Campaign,True,True
U001181,2025-12-15,2025-12-17,San Francisco,Local Campaign,True,False
U001182,2025-07-08,2025-07-16,Los Angeles,Local Campaign,True,False
U001183,2026-01-28,2026-02-11,Phoenix,Referral,True,True
U001184,2025-08-13,2025-08-26,San Diego,Paid Social,True,False
U001185,2026-01-23,2026-01-30,Phoenix,Referral,True,False
U001186,2025-09-26,2025-10-28,San Diego,Local Campaign,False,False
U001187,2026-03-27,2026-03-31,San Diego,Uber Cross-App,False,True
U001188,2025-07-18,2025-08-02,Los Angeles,Uber Cross-App,False,True
U001189,2025-07-29,2025-08-19,Los Angeles,Local Campaign,False,True
U001190,2026-01-16,2026-01-20,Los Angeles,Organic,True,True
U001191,2026-03-02,2026-03-30,Phoenix,Paid Social,False,False
U001192,2026-03-16,2026-03-27,Los Angeles,Referral,True,True
U001193,2026-03-19,2026-03-31,San Francisco,Local Campaign,False,False
U001194,2025-11-16,2025-11-22,Los Angeles,Local Campaign,False,False
U001195,2025-07-15,2025-07-19,Los Angeles,Referral,False,False
U001196,2025-07-08,2025-07-16,Los Angeles,Uber Cross-App,False,True
U001197,2025-08-12,2025-09-21,Los Angeles,Uber Cross-App,False,True
U001198,2025-08-03,2025-08-14,Los Angeles,Paid Social,True,False
U001199,2025-08-07,2025-08-22,Seattle,Paid Social,False,False
U001200,2025-08-18,2025-08-22,Los Angeles,Referral,True,False
U001201,2025-10-01,2025-10-09,Phoenix,Uber Cross-App,True,True
U001202,2025-11-12,2025-12-23,Seattle,Uber Cross-App,False,True
U001203,2026-03-12,2026-03-13,Los Angeles,Paid Social,False,False
U001204,2026-01-28,2026-02-08,Phoenix,Referral,True,False
U001205,2025-09-01,2025-09-07,San Diego,Local Campaign,True,False
U001206,2026-03-16,2026-03-31,San Diego,Organic,False,False
U001207,2025-07-09,2025-07-25,Phoenix,Uber Cross-App,False,True
U001208,2026-03-23,2026-03-30,San Francisco,Organic,False,False
U001209,2025-11-25,2025-12-03,Los Angeles,Uber Cross-App,True,True
U001210,2025-09-10,2025-09-15,Phoenix,Local Campaign,True,True
U001211,2025-10-15,2025-10-26,Los Angeles,Paid Social,True,False
U001212,2026-02-16,2026-02-23,Seattle,Paid Social,True,False
U001213,2025-10-15,2025-10-17,San Francisco,Referral,True,False
U001214,2026-02-09,2026-02-13,San Francisco,Local Campaign,True,False
U001215,2025-07-01,2025-07-12,San Francisco,Organic,True,False
U001216,2026-02-11,2026-03-16,San Francisco,Uber Cross-App,False,True
U001217,2026-01-10,2026-01-12,Los Angeles,Local Campaign,True,False
U001218,2025-12-13,2026-01-10,Los Angeles,Local Campaign,False,False
U001219,2025-07-04,2025-07-05,Los Angeles,Local Campaign,False,True
U001220,2025-11-24,2025-12-30,Los Angeles,Organic,False,True
U001221,2025-07-28,2025-08-15,Phoenix,Local Campaign,False,False
U001222,2025-11-07,2025-11-17,Los Angeles,Paid Social,True,False
U001223,2026-02-12,2026-02-12,Los Angeles,Referral,True,False
U001224,2025-12-12,2025-12-24,Seattle,Referral,True,False
U001225,2025-08-29,2025-10-01,San Francisco,Paid Social,False,False
U001226,2025-12-12,2026-01-05,Los Angeles,Local Campaign,False,False
U001227,2025-12-19,2025-12-30,San Diego,Uber Cross-App,False,False
U001228,2025-09-29,2025-10-06,San Francisco,Referral,True,False
U001229,2025-11-07,2025-11-15,San Francisco,Local Campaign,True,False
U001230,2025-07-15,2025-07-16,Los Angeles,Referral,True,False
U001231,2026-03-06,2026-03-24,Los Angeles,Uber Cross-App,False,True
U001232,2025-09-05,2025-09-08,Los Angeles,Referral,True,False
U001233,2025-12-05,2026-01-01,San Diego,Organic,False,True
U001234,2025-09-23,2025-10-06,Los Angeles,Organic,True,True
U001235,2026-01-08,2026-01-14,Phoenix,Uber Cross-App,True,True
U001236,2026-02-07,2026-02-10,Los Angeles,Paid Social,True,False
U001237,2025-10-14,2025-10-16,Los Angeles,Organic,True,True
U001238,2026-03-07,2026-03-31,Los Angeles,Referral,False,False
U001239,2025-08-27,2025-09-08,Los Angeles,Paid Social,True,False
U001240,2025-09-26,2025-09-29,Los Angeles,Referral,True,False
U001241,2025-09-18,2025-09-24,San Diego,Paid Social,True,True
U001242,2025-07-07,2025-08-07,Los Angeles,Uber Cross-App,False,True
U001243,2026-01-31,2026-02-05,Los Angeles,Uber Cross-App,True,False
U001244,2025-12-31,2026-01-10,Los Angeles,Referral,True,False
U001245,2025-10-12,2025-10-25,San Diego,Uber Cross-App,True,True
U001246,2026-01-10,2026-01-13,Los Angeles,Referral,True,True
U001247,2025-08-06,2025-08-06,Phoenix,Uber Cross-App,True,True
U001248,2025-10-27,2025-10-31,Los Angeles,Uber Cross-App,True,True
U001249,2026-02-17,2026-03-31,San Francisco,Uber Cross-App,False,False
U001250,2025-12-04,2025-12-10,Los Angeles,Uber Cross-App,True,True
U001251,2026-03-07,2026-03-17,San Diego,Referral,True,False
U001252,2025-10-17,2025-10-26,San Diego,Local Campaign,True,False
U001253,2025-10-16,2025-10-24,Phoenix,Organic,True,True
U001254,2025-08-01,2025-09-13,Los Angeles,Referral,False,False
U001255,2025-09-14,2025-09-22,Los Angeles,Referral,True,True
U001256,2025-09-16,2025-09-29,Los Angeles,Paid Social,True,False
U001257,2026-03-27,2026-03-31,Los Angeles,Paid Social,True,True
U001258,2026-02-26,2026-03-10,Los Angeles,Organic,False,False
U001259,2025-12-13,2025-12-23,San Francisco,Paid Social,True,False
U001260,2025-11-18,2025-11-21,San Francisco,Paid Social,True,False
U001261,2026-03-21,2026-03-31,Los Angeles,Paid Social,True,False
U001262,2025-07-22,2025-08-13,Los Angeles,Uber Cross-App,False,True
U001263,2025-09-22,2025-10-24,Seattle,Uber Cross-App,False,True
U001264,2025-09-06,2025-09-07,Seattle,Paid Social,True,False
U001265,2026-02-08,2026-02-16,Seattle,Uber Cross-App,False,True
U001266,2025-12-13,2026-01-03,Phoenix,Uber Cross-App,False,True
U001267,2025-07-20,2025-07-20,Los Angeles,Organic,True,True
U001268,2026-01-17,2026-02-10,Los Angeles,Uber Cross-App,False,True
U001269,2025-12-19,2025-12-20,Los Angeles,Uber Cross-App,True,False
U001270,2026-03-29,2026-03-31,Los Angeles,Uber Cross-App,False,True
U001271,2025-09-17,2025-09-28,San Diego,Organic,False,True
U001272,2025-07-20,2025-07-28,Los Angeles,Uber Cross-App,True,True
U001273,2026-03-26,2026-03-31,San Francisco,Referral,True,True
U001274,2025-08-20,2025-08-22,Los Angeles,Local Campaign,True,False
U001275,2026-01-12,2026-01-19,Los Angeles,Referral,True,False
U001276,2026-03-03,2026-03-05,Phoenix,Organic,True,False
U001277,2025-07-10,2025-07-10,Los Angeles,Uber Cross-App,True,False
U001278,2025-07-26,2025-07-30,Los Angeles,Local Campaign,True,False
U001279,2026-02-27,2026-03-12,Phoenix,Organic,False,False
U001280,2025-08-15,2025-09-06,Los Angeles,Referral,False,False
U001281,2026-01-10,2026-01-22,Phoenix,Uber Cross-App,False,False
U001282,2025-11-29,2025-12-05,Los Angeles,Local Campaign,True,False
U001283,2025-10-04,2025-11-17,San Francisco,Paid Social,False,False
U001284,2025-07-05,2025-07-16,San Diego,Referral,True,False
U001285,2025-11-29,2025-12-06,San Francisco,Organic,True,False
U001286,2025-12-09,2025-12-16,Seattle,Referral,True,False
U001287,2025-11-29,2025-11-29,Los Angeles,Paid Social,True,False
U001288,2026-03-25,2026-03-31,Los Angeles,Organic,True,False
U001289,2025-11-13,2025-12-26,Los Angeles,Uber Cross-App,False,True
U001290,2025-12-13,2025-12-25,Los Angeles,Organic,False,False
U001291,2025-09-06,2025-09-10,San Francisco,Uber Cross-App,False,True
U001292,2025-12-30,2025-12-31,San Francisco,Referral,True,False
U001293,2025-07-21,2025-08-13,Los Angeles,Local Campaign,False,False
U001294,2026-02-21,2026-02-22,Los Angeles,Organic,True,False
U001295,2026-03-18,2026-03-26,Los Angeles,Paid Social,True,False
U001296,2025-08-09,2025-08-25,Los Angeles,Local Campaign,False,False
U001297,2025-11-12,2025-11-25,Seattle,Local Campaign,True,False
U001298,2026-02-03,2026-02-17,Los Angeles,Paid Social,True,True
U001299,2025-10-26,2025-11-04,San Francisco,Paid Social,True,False
U001300,2026-03-14,2026-03-31,San Diego,Uber Cross-App,False,True
U001301,2025-11-11,2025-12-07,Los Angeles,Organic,False,False
U001302,2025-11-20,2025-11-26,San Francisco,Paid Social,True,False
U001303,2025-09-05,2025-09-18,Seattle,Organic,True,True
U001304,2025-10-20,2025-10-25,Los Angeles,Paid Social,True,False
U001305,2026-01-12,2026-01-12,Phoenix,Uber Cross-App,True,True
U001306,2026-03-13,2026-03-24,Seattle,Organic,False,False
U001307,2026-01-11,2026-02-21,Los Angeles,Paid Social,False,True
U001308,2026-02-21,2026-02-22,Los Angeles,Uber Cross-App,True,True
U001309,2025-11-02,2025-11-15,San Diego,Uber Cross-App,True,False
U001310,2025-10-19,2025-10-30,San Francisco,Uber Cross-App,True,False
U001311,2026-01-31,2026-02-12,Seattle,Uber Cross-App,True,False
U001312,2025-07-11,2025-07-15,San Diego,Uber Cross-App,False,True
U001313,2025-07-16,2025-07-22,Los Angeles,Paid Social,True,False
U001314,2025-08-07,2025-09-12,Seattle,Local Campaign,False,False
U001315,2025-08-13,2025-09-23,Los Angeles,Local Campaign,False,False
U001316,2025-09-07,2025-09-19,San Diego,Local Campaign,True,False
U001317,2025-11-26,2025-12-06,San Francisco,Paid Social,True,False
U001318,2025-07-17,2025-07-23,Los Angeles,Paid Social,False,False
U001319,2025-12-27,2026-01-19,Los Angeles,Referral,False,False
U001320,2025-11-23,2025-12-19,Seattle,Organic,False,False
U001321,2025-09-08,2025-09-10,San Francisco,Organic,True,False
U001322,2025-08-12,2025-09-07,Los Angeles,Local Campaign,False,False
U001323,2025-09-08,2025-09-21,Los Angeles,Paid Social,True,False
U001324,2025-12-23,2026-01-02,San Diego,Local Campaign,True,False
U001325,2026-02-03,2026-02-10,Seattle,Referral,True,False
U001326,2025-11-27,2025-12-04,Los Angeles,Paid Social,False,False
U001327,2025-07-24,2025-08-04,Los Angeles,Paid Social,True,False
U001328,2025-12-23,2025-12-29,Seattle,Uber Cross-App,True,True
U001329,2025-08-12,2025-08-14,Los Angeles,Local Campaign,True,True
U001330,2025-12-14,2025-12-14,Seattle,Referral,True,False
U001331,2026-02-27,2026-03-05,Los Angeles,Local Campaign,False,False
U001332,2026-03-06,2026-03-19,San Francisco,Uber Cross-App,True,True
U001333,2025-09-29,2025-10-01,Los Angeles,Organic,True,False
U001334,2026-02-15,2026-02-26,Los Angeles,Paid Social,True,True
U001335,2026-03-26,2026-03-28,San Francisco,Uber Cross-App,True,True
U001336,2025-08-01,2025-08-01,Los Angeles,Local Campaign,True,True
U001337,2026-01-26,2026-03-05,Los Angeles,Local Campaign,False,False
U001338,2026-03-09,2026-03-14,San Francisco,Local Campaign,True,False
U001339,2025-07-13,2025-08-25,Los Angeles,Referral,False,True
U001340,2025-12-15,2025-12-20,San Diego,Referral,True,False
U001341,2025-07-21,2025-07-31,Los Angeles,Local Campaign,True,False
U001342,2025-11-09,2025-11-09,Los Angeles,Uber Cross-App,True,False
U001343,2025-07-22,2025-08-27,Phoenix,Local Campaign,False,False
U001344,2026-01-24,2026-01-30,Seattle,Referral,False,False
U001345,2026-03-23,2026-03-31,Los Angeles,Paid Social,True,False
U001346,2025-07-16,2025-07-20,Seattle,Uber Cross-App,True,True
U001347,2026-03-11,2026-03-15,San Francisco,Paid Social,True,True
U001348,2026-03-08,2026-03-09,Los Angeles,Paid Social,True,False
U001349,2025-09-16,2025-09-16,Phoenix,Organic,False,True
U001350,2026-01-25,2026-02-10,Los Angeles,Organic,False,True
U001351,2025-10-24,2025-11-02,Los Angeles,Uber Cross-App,True,True
U001352,2025-09-15,2025-09-26,Phoenix,Uber Cross-App,True,True
U001353,2025-12-27,2026-02-09,Los Angeles,Referral,False,False
U001354,2026-03-22,2026-03-28,Los Angeles,Paid Social,True,False
