user_id,metric_month,orders_count,avg_order_value,promo_order_share,avg_delivery_time_min,local_merchant_order_share,days_since_last_order,retained_next_30d,segment_label
U001286,2025-12-01,1,23.29,1.0,40.0,0.0,15,True,light_user
U001286,2026-01-01,1,18.51,0.0,43.0,1.0,19,True,light_user
U001286,2026-02-01,1,37.76,0.0,24.0,0.0,22,False,light_user
U001287,2025-11-01,1,35.85,1.0,42.0,1.0,1,True,habitual_user
U001287,2025-12-01,3,24.82,0.33,44.7,1.0,5,True,habitual_user
U001287,2026-01-01,1,10.0,1.0,44.0,1.0,27,False,habitual_user
U001288,2026-03-01,1,15.8,1.0,36.0,1.0,0,False,one_time
U001289,2025-12-01,1,20.58,0.0,35.0,1.0,5,False,one_time
U001290,2025-12-01,1,32.26,0.0,42.0,1.0,6,True,habitual_user
U001290,2026-01-01,4,22.17,0.0,35.2,1.0,2,True,habitual_user
U001290,2026-02-01,4,28.7,0.0,35.8,1.0,1,True,habitual_user
U001290,2026-03-01,2,16.92,0.0,28.0,1.0,20,False,habitual_user
U001291,2025-09-01,3,25.96,0.0,25.7,0.0,9,True,habitual_user
U001291,2025-10-01,5,31.37,0.2,47.2,0.4,0,True,habitual_user
U001291,2025-11-01,3,19.13,0.33,52.0,0.67,7,False,habitual_user
U001292,2025-12-01,1,13.08,1.0,50.0,0.0,0,True,habitual_user
U001292,2026-01-01,3,28.11,0.0,37.0,1.0,5,True,habitual_user
U001292,2026-02-01,4,34.12,0.25,36.8,1.0,1,True,habitual_user
U001292,2026-03-01,2,30.76,0.0,30.0,0.5,10,False,habitual_user
U001293,2025-08-01,1,23.62,0.0,35.0,1.0,18,True,light_user
U001293,2025-09-01,1,26.88,0.0,34.0,1.0,28,False,light_user
U001294,2026-02-01,1,14.62,1.0,19.0,1.0,6,False,one_time
U001295,2026-03-01,1,27.81,1.0,39.0,1.0,5,False,one_time
U001296,2025-08-01,1,8.67,0.0,24.0,1.0,6,True,habitual_user
U001296,2025-09-01,2,15.88,0.5,35.5,0.0,1,True,habitual_user
U001296,2025-10-01,2,19.21,0.5,41.5,1.0,3,False,habitual_user
U001297,2025-11-01,1,18.47,1.0,59.0,1.0,5,True,habitual_user
U001297,2025-12-01,3,15.48,0.33,36.3,0.67,5,True,habitual_user
U001297,2026-01-01,1,19.57,1.0,30.0,0.0,16,True,habitual_user
U001297,2026-02-01,2,29.56,0.5,33.5,0.5,9,False,habitual_user
U001298,2026-02-01,3,31.81,0.33,23.3,1.0,1,True,habitual_user
U001298,2026-03-01,3,38.36,0.0,51.3,1.0,6,False,habitual_user
U001299,2025-11-01,3,19.33,0.33,30.3,0.0,10,True,habitual_user
U001299,2025-12-01,4,17.99,0.0,39.5,0.75,9,True,habitual_user
U001299,2026-01-01,4,21.22,0.25,41.2,0.5,3,True,habitual_user
U001299,2026-02-01,1,27.98,1.0,44.0,1.0,24,False,habitual_user
U001300,2026-03-01,1,12.37,0.0,44.0,1.0,0,False,one_time
U001301,2025-12-01,4,24.22,0.25,31.8,0.75,0,True,habitual_user
U001301,2026-01-01,4,19.94,0.0,32.5,1.0,1,False,habitual_user
U001302,2025-11-01,1,28.2,1.0,28.0,1.0,4,False,one_time
U001303,2025-09-01,2,34.5,1.0,46.5,1.0,2,True,promo_dependent
U001303,2025-10-01,1,30.54,0.0,39.0,0.0,19,False,promo_dependent
U001304,2025-10-01,1,21.26,1.0,33.0,1.0,6,True,light_user
U001304,2025-11-01,1,33.17,0.0,49.0,1.0,18,False,light_user
U001305,2026-01-01,1,29.51,1.0,30.0,1.0,19,False,one_time
U001306,2026-03-01,1,8.9,0.0,28.0,0.0,7,False,one_time
U001307,2026-02-01,1,35.91,0.0,35.0,1.0,7,True,habitual_user
U001307,2026-03-01,4,24.62,0.0,39.2,0.75,5,False,habitual_user
U001308,2026-02-01,2,22.84,1.0,26.5,1.0,2,True,habitual_user
U001308,2026-03-01,3,28.92,0.33,34.7,0.67,5,False,habitual_user
U001309,2025-11-01,1,20.64,1.0,39.0,1.0,15,False,one_time
U001310,2025-10-01,1,31.51,1.0,38.0,1.0,1,False,one_time
U001311,2026-02-01,1,29.07,1.0,29.0,1.0,16,True,light_user
U001311,2026-03-01,1,27.25,0.0,26.0,0.0,23,False,light_user
U001312,2025-07-01,2,20.46,0.5,37.5,0.0,9,True,habitual_user
U001312,2025-08-01,2,33.36,0.5,36.0,0.0,1,True,habitual_user
U001312,2025-09-01,1,14.58,0.0,26.0,1.0,12,True,habitual_user
U001312,2025-10-01,2,18.76,0.5,36.0,1.0,21,False,habitual_user
U001313,2025-07-01,1,31.52,1.0,30.0,1.0,9,False,one_time
U001314,2025-09-01,2,30.53,0.5,29.5,1.0,8,True,habitual_user
U001314,2025-10-01,4,20.5,0.5,32.5,1.0,5,True,habitual_user
U001314,2025-11-01,3,19.07,0.0,31.0,0.67,8,False,habitual_user
U001315,2025-09-01,1,38.96,0.0,48.0,1.0,7,True,light_user
U001315,2025-10-01,1,18.87,0.0,58.0,1.0,17,True,light_user
U001315,2025-11-01,2,36.06,0.0,46.0,1.0,3,False,light_user
U001316,2025-09-01,1,8.0,1.0,40.0,1.0,11,False,one_time
U001317,2025-12-01,2,17.4,0.5,38.0,0.5,14,True,light_user
U001317,2026-01-01,1,13.28,0.0,24.0,1.0,17,False,light_user
U001318,2025-07-01,1,23.45,0.0,50.0,1.0,8,True,light_user
U001318,2025-08-01,1,27.55,0.0,35.0,1.0,28,False,light_user
U001319,2026-01-01,1,18.09,0.0,42.0,1.0,12,False,one_time
U001320,2025-12-01,1,22.41,0.0,33.0,1.0,12,True,promo_dependent
U001320,2026-01-01,3,25.81,0.67,39.3,0.67,2,True,promo_dependent
U001320,2026-02-01,2,17.52,1.0,36.5,0.5,1,False,promo_dependent
U001321,2025-09-01,1,19.08,1.0,42.0,1.0,20,False,one_time
U001322,2025-09-01,4,18.34,0.25,36.0,0.5,1,True,habitual_user
U001322,2025-10-01,5,22.09,0.0,35.8,0.8,1,True,habitual_user
U001322,2025-11-01,2,22.25,0.0,39.5,1.0,8,False,habitual_user
U001323,2025-09-01,1,9.78,1.0,33.0,1.0,9,True,light_user
U001323,2025-10-01,1,10.79,0.0,28.0,1.0,10,True,light_user
U001323,2025-11-01,2,18.87,0.0,22.5,1.0,11,False,light_user
U001324,2026-01-01,2,18.02,0.5,31.5,0.5,15,True,light_user
U001324,2026-02-01,1,14.05,0.0,30.0,0.0,27,False,light_user
U001325,2026-02-01,3,18.92,0.33,36.7,0.33,0,True,habitual_user
U001325,2026-03-01,2,25.13,1.0,35.0,0.0,1,False,habitual_user
U001326,2025-12-01,4,26.17,0.0,29.8,1.0,0,True,habitual_user
U001326,2026-01-01,2,27.72,0.0,30.5,1.0,12,False,habitual_user
U001327,2025-08-01,1,37.56,1.0,30.0,0.0,27,False,one_time
U001328,2025-12-01,1,12.0,1.0,30.0,0.0,2,False,one_time
U001329,2025-08-01,1,11.26,1.0,37.0,1.0,17,True,light_user
U001329,2025-09-01,2,29.3,0.0,30.5,0.5,15,False,light_user
U001330,2025-12-01,1,14.47,1.0,52.0,0.0,17,True,light_user
U001330,2026-01-01,1,24.99,0.0,29.0,0.0,18,False,light_user
U001331,2026-03-01,1,21.86,0.0,46.0,1.0,26,False,one_time
U001332,2026-03-01,1,29.76,1.0,42.0,0.0,12,False,one_time
U001333,2025-10-01,2,14.14,1.0,27.0,1.0,4,True,promo_dependent
U001333,2025-11-01,1,36.11,0.0,43.0,0.0,6,False,promo_dependent
U001334,2026-02-01,1,21.79,1.0,46.0,1.0,2,False,one_time
U001335,2026-03-01,1,28.4,1.0,30.0,1.0,3,False,one_time
U001336,2025-08-01,3,24.66,1.0,25.0,0.67,1,True,promo_dependent
U001336,2025-09-01,2,11.48,0.5,37.5,1.0,11,True,promo_dependent
U001336,2025-10-01,2,22.32,0.5,46.0,1.0,3,False,promo_dependent
U001337,2026-03-01,1,23.06,0.0,34.0,1.0,26,False,one_time
U001338,2026-03-01,1,9.4,1.0,45.0,0.0,17,False,one_time
U001339,2025-08-01,1,28.75,0.0,25.0,0.0,6,True,light_user
U001339,2025-09-01,2,20.71,0.5,36.5,0.5,7,False,light_user
U001340,2025-12-01,1,22.14,1.0,27.0,1.0,11,False,one_time
U001341,2025-07-01,1,17.19,1.0,51.0,1.0,0,True,habitual_user
U001341,2025-08-01,4,22.16,0.0,41.2,1.0,4,True,habitual_user
U001341,2025-09-01,1,27.65,1.0,44.0,0.0,25,False,habitual_user
U001342,2025-11-01,2,37.02,1.0,35.0,1.0,8,True,promo_dependent
U001342,2025-12-01,2,26.4,0.5,28.5,1.0,4,False,promo_dependent
U001343,2025-08-01,1,20.53,0.0,23.0,0.0,4,True,habitual_user
U001343,2025-09-01,5,27.48,0.6,40.0,0.8,2,True,habitual_user
U001343,2025-10-01,2,20.24,0.0,33.5,1.0,9,True,habitual_user
U001343,2025-11-01,3,25.19,0.33,36.0,1.0,10,False,habitual_user
U001344,2026-01-01,1,26.58,0.0,39.0,0.0,1,True,promo_dependent
U001344,2026-02-01,2,30.03,1.0,28.5,0.5,0,True,promo_dependent
U001344,2026-03-01,1,16.69,1.0,37.0,1.0,19,False,promo_dependent
U001345,2026-03-01,1,31.98,1.0,55.0,1.0,0,False,one_time
U001346,2025-07-01,1,11.22,1.0,32.0,1.0,11,True,light_user
U001346,2025-08-01,2,19.4,0.0,36.5,1.0,1,True,light_user
U001346,2025-09-01,1,21.81,1.0,27.0,1.0,18,False,light_user
U001347,2026-03-01,1,18.07,1.0,38.0,0.0,16,False,one_time
U001348,2026-03-01,2,31.3,1.0,34.0,0.5,10,False,promo_dependent
U001349,2025-09-01,1,27.49,0.0,46.0,1.0,14,False,one_time
U001350,2026-02-01,1,26.07,0.0,18.0,1.0,18,False,one_time
U001351,2025-11-01,2,30.82,0.5,34.5,0.5,3,True,light_user
U001351,2025-12-01,1,22.1,0.0,25.0,1.0,18,False,light_user
U001352,2025-09-01,1,36.59,1.0,25.0,1.0,4,True,light_user
U001352,2025-10-01,2,21.21,0.0,48.0,0.5,16,False,light_user
U001353,2026-02-01,1,31.75,0.0,42.0,1.0,19,False,one_time
U001354,2026-03-01,1,24.43,1.0,29.0,1.0,3,False,one_time
U001355,2026-03-01,1,25.02,1.0,33.0,1.0,19,False,one_time
U001356,2025-08-01,3,21.5,0.33,30.0,0.67,8,True,habitual_user
U001356,2025-09-01,5,22.66,0.2,31.4,0.4,1,True,habitual_user
U001356,2025-10-01,3,24.14,0.33,35.0,0.33,7,False,habitual_user
U001357,2025-11-01,4,23.67,0.0,36.2,0.75,5,True,habitual_user
U001357,2025-12-01,1,17.57,1.0,36.0,1.0,25,False,habitual_user
U001358,2025-12-01,2,30.12,0.5,34.5,0.0,5,True,light_user
U001358,2026-01-01,2,16.93,0.0,43.5,0.0,0,False,light_user
U001359,2026-01-01,1,24.08,0.0,47.0,0.0,14,True,light_user
U001359,2026-02-01,2,19.68,0.0,34.0,0.5,9,False,light_user
U001360,2025-12-01,3,20.76,0.33,36.7,0.67,8,True,habitual_user
U001360,2026-01-01,5,26.47,0.0,28.2,0.8,3,True,habitual_user
U001360,2026-02-01,3,25.8,0.0,37.0,1.0,6,True,habitual_user
U001360,2026-03-01,1,10.0,0.0,39.0,1.0,29,False,habitual_user
U001361,2025-11-01,1,22.41,1.0,23.0,0.0,17,False,one_time
U001362,2025-09-01,1,31.58,0.0,53.0,1.0,3,True,habitual_user
U001362,2025-10-01,3,19.84,0.33,34.7,1.0,2,True,habitual_user
U001362,2025-11-01,4,19.77,0.25,34.5,1.0,2,True,habitual_user
U001362,2025-12-01,2,19.55,0.0,34.5,1.0,15,False,habitual_user
U001363,2026-02-01,1,31.25,1.0,22.0,0.0,0,True,light_user
U001363,2026-03-01,1,32.97,0.0,54.0,1.0,8,False,light_user
U001364,2025-07-01,3,24.08,0.67,38.3,1.0,1,True,habitual_user
U001364,2025-08-01,3,25.69,0.33,42.3,0.67,6,False,habitual_user
U001365,2025-08-01,1,29.33,1.0,41.0,1.0,8,False,one_time
U001366,2025-10-01,1,8.0,1.0,32.0,1.0,6,True,promo_dependent
U001366,2025-11-01,3,24.79,1.0,29.7,0.67,9,True,promo_dependent
U001366,2025-12-01,2,19.82,1.0,42.0,0.0,17,True,promo_dependent
U001366,2026-01-01,1,20.83,1.0,33.0,0.0,28,False,promo_dependent
U001367,2025-08-01,1,23.85,0.0,28.0,0.0,3,False,one_time
U001368,2025-12-01,1,37.97,1.0,33.0,1.0,3,False,one_time
U001369,2025-09-01,2,25.72,0.5,23.0,0.5,7,True,habitual_user
U001369,2025-10-01,2,19.32,0.0,36.5,0.0,6,True,habitual_user
U001369,2025-11-01,3,21.35,0.67,41.0,0.33,1,False,habitual_user
U001370,2026-01-01,1,26.64,0.0,47.0,1.0,3,True,light_user
U001370,2026-02-01,1,22.93,0.0,23.0,1.0,7,True,light_user
U001370,2026-03-01,1,15.86,0.0,26.0,1.0,23,False,light_user
U001371,2025-12-01,4,27.69,0.25,24.8,0.25,3,True,habitual_user
U001371,2026-01-01,3,23.9,0.0,36.0,1.0,8,True,habitual_user
U001371,2026-02-01,4,23.57,0.5,36.0,0.5,7,True,habitual_user
U001371,2026-03-01,1,21.84,1.0,38.0,1.0,30,False,habitual_user
U001372,2025-09-01,1,29.68,1.0,36.0,0.0,3,True,promo_dependent
U001372,2025-10-01,1,22.81,1.0,31.0,0.0,15,True,promo_dependent
U001372,2025-11-01,1,16.28,0.0,31.0,0.0,17,False,promo_dependent
U001373,2025-07-01,1,16.65,1.0,42.0,0.0,21,True,light_user
U001373,2025-08-01,2,26.54,0.0,33.0,0.5,8,False,light_user
U001374,2025-09-01,2,22.82,0.0,42.5,1.0,2,False,light_user
U001375,2025-08-01,1,16.77,0.0,39.0,0.0,6,True,light_user
U001375,2025-09-01,2,37.5,0.0,49.5,0.5,3,False,light_user
U001376,2025-11-01,2,28.66,1.0,40.5,1.0,2,True,promo_dependent
U001376,2025-12-01,1,25.19,1.0,31.0,0.0,15,False,promo_dependent
U001377,2025-12-01,1,8.56,1.0,39.0,1.0,7,False,one_time
U001378,2026-02-01,1,22.79,1.0,50.0,1.0,21,True,light_user
U001378,2026-03-01,2,20.45,0.0,44.0,1.0,8,False,light_user
U001379,2025-11-01,3,26.8,0.0,35.7,0.67,2,True,habitual_user
U001379,2025-12-01,3,31.41,0.67,37.7,1.0,5,True,habitual_user
U001379,2026-01-01,1,20.48,0.0,28.0,1.0,26,False,habitual_user
U001380,2026-01-01,1,42.96,0.0,38.0,0.0,18,False,one_time
U001381,2025-07-01,3,25.48,0.67,27.0,0.33,3,True,habitual_user
U001381,2025-08-01,3,28.04,0.0,40.7,1.0,13,False,habitual_user
U001382,2025-08-01,1,16.44,0.0,57.0,1.0,8,False,one_time
U001383,2025-12-01,2,18.36,1.0,46.5,1.0,16,False,promo_dependent
U001384,2025-07-01,1,28.48,1.0,43.0,1.0,7,True,light_user
U001384,2025-08-01,1,14.11,0.0,28.0,1.0,24,False,light_user
U001385,2026-03-01,2,27.58,0.5,36.0,0.5,0,False,light_user
U001386,2026-01-01,1,21.76,1.0,24.0,0.0,2,True,promo_dependent
U001386,2026-02-01,2,11.48,1.0,37.5,0.0,3,True,promo_dependent
U001386,2026-03-01,2,20.01,1.0,43.5,1.0,6,False,promo_dependent
U001387,2026-01-01,1,8.0,1.0,46.0,0.0,14,False,one_time
U001388,2026-01-01,1,27.47,1.0,21.0,1.0,4,False,one_time
U001389,2026-01-01,1,19.12,0.0,34.0,1.0,1,True,habitual_user
U001389,2026-02-01,4,16.74,0.25,34.0,0.75,3,True,habitual_user
U001389,2026-03-01,4,21.06,0.25,33.8,0.75,4,False,habitual_user
U001390,2025-11-01,2,21.4,0.5,38.0,0.5,1,False,light_user
U001391,2026-01-01,1,25.07,1.0,36.0,0.0,2,True,promo_dependent
U001391,2026-02-01,1,16.84,1.0,36.0,1.0,5,False,promo_dependent
U001392,2025-08-01,2,21.4,0.0,41.5,1.0,2,True,light_user
U001392,2025-09-01,1,21.08,0.0,38.0,0.0,22,True,light_user
U001392,2025-10-01,1,13.65,0.0,33.0,1.0,27,False,light_user
U001393,2025-08-01,1,18.87,1.0,35.0,1.0,9,True,promo_dependent
U001393,2025-09-01,1,23.66,1.0,18.0,1.0,19,True,promo_dependent
U001393,2025-10-01,1,36.34,0.0,23.0,1.0,30,False,promo_dependent
U001394,2025-12-01,4,23.02,0.0,45.5,0.25,1,True,habitual_user
U001394,2026-01-01,3,22.66,0.33,33.7,0.67,7,True,habitual_user
U001394,2026-02-01,3,21.6,0.0,36.3,1.0,9,True,habitual_user
U001394,2026-03-01,1,26.75,1.0,45.0,0.0,29,False,habitual_user
U001395,2026-01-01,2,17.92,1.0,33.0,1.0,5,True,habitual_user
U001395,2026-02-01,4,26.99,0.25,30.0,0.75,4,False,habitual_user
U001396,2025-12-01,1,20.31,0.0,45.0,0.0,25,False,one_time
U001397,2025-09-01,1,31.78,0.0,22.0,1.0,0,True,light_user
U001397,2025-10-01,2,16.95,0.0,37.0,0.5,9,False,light_user
U001398,2026-03-01,1,31.85,0.0,28.0,1.0,0,False,one_time
U001399,2025-09-01,3,22.55,1.0,24.7,1.0,6,False,promo_dependent
U001400,2025-09-01,1,24.87,1.0,30.0,1.0,4,True,habitual_user
U001400,2025-10-01,4,25.1,0.5,34.8,0.75,11,True,habitual_user
U001400,2025-11-01,4,25.93,0.25,34.8,1.0,1,False,habitual_user
U001401,2025-10-01,1,17.01,0.0,46.0,1.0,2,True,light_user
U001401,2025-11-01,1,29.18,1.0,52.0,1.0,9,True,light_user
U001401,2025-12-01,1,28.81,0.0,45.0,1.0,29,True,light_user
U001401,2026-01-01,1,25.19,0.0,35.0,1.0,30,False,light_user
U001402,2026-03-01,1,27.47,0.0,22.0,0.0,18,False,one_time
U001403,2025-11-01,2,19.49,0.5,28.5,0.5,12,True,light_user
U001403,2025-12-01,1,23.51,0.0,49.0,1.0,14,False,light_user
U001404,2025-11-01,1,22.67,0.0,44.0,0.0,10,True,light_user
U001404,2025-12-01,1,35.22,0.0,39.0,1.0,14,True,light_user
U001404,2026-01-01,1,22.51,1.0,35.0,1.0,22,False,light_user
U001405,2025-07-01,1,25.98,1.0,40.0,1.0,5,False,one_time
U001406,2026-01-01,1,29.77,1.0,31.0,0.0,8,True,light_user
U001406,2026-02-01,1,12.47,0.0,36.0,1.0,14,True,light_user
U001406,2026-03-01,1,19.67,0.0,40.0,0.0,25,False,light_user
U001407,2025-09-01,1,23.38,0.0,41.0,1.0,0,True,promo_dependent
U001407,2025-10-01,2,31.96,1.0,31.0,0.5,6,True,promo_dependent
U001407,2025-11-01,1,8.0,1.0,26.0,0.0,21,False,promo_dependent
U001408,2026-03-01,1,22.51,1.0,39.0,1.0,0,False,one_time
U001409,2025-09-01,1,25.74,0.0,31.0,0.0,24,False,one_time
U001410,2026-01-01,3,30.78,0.67,23.3,0.67,9,True,promo_dependent
U001410,2026-02-01,1,12.06,0.0,47.0,1.0,18,True,promo_dependent
U001410,2026-03-01,2,28.9,1.0,43.5,0.5,14,False,promo_dependent
U001411,2026-03-01,1,12.88,0.0,44.0,1.0,0,False,one_time
U001412,2026-03-01,1,11.95,0.0,28.0,0.0,0,False,one_time
U001413,2026-01-01,1,14.74,0.0,30.0,0.0,3,False,one_time
U001414,2025-11-01,1,27.08,0.0,24.0,0.0,13,False,one_time
U001415,2025-08-01,4,28.66,0.5,28.5,0.75,1,True,habitual_user
U001415,2025-09-01,3,28.91,0.67,33.7,1.0,11,True,habitual_user
U001415,2025-10-01,3,28.25,0.0,35.7,1.0,20,False,habitual_user
U001416,2025-11-01,1,38.92,0.0,34.0,1.0,25,False,one_time
U001417,2026-03-01,1,25.0,1.0,44.0,1.0,11,False,one_time
U001418,2025-09-01,2,18.34,0.0,26.5,0.5,2,True,habitual_user
U001418,2025-10-01,5,26.0,0.0,39.8,0.4,3,True,habitual_user
U001418,2025-11-01,4,20.19,0.0,31.0,0.25,3,False,habitual_user
U001419,2025-11-01,1,18.44,1.0,38.0,0.0,10,True,promo_dependent
U001419,2025-12-01,1,28.66,0.0,33.0,1.0,26,True,promo_dependent
U001419,2026-01-01,1,8.0,1.0,32.0,0.0,27,False,promo_dependent
U001420,2025-11-01,2,12.53,0.0,29.0,0.0,19,False,light_user
U001421,2025-09-01,4,19.82,0.25,44.0,0.5,3,True,habitual_user
U001421,2025-10-01,3,27.73,0.0,37.7,1.0,5,True,habitual_user
U001421,2025-11-01,4,29.91,0.5,41.2,0.75,0,True,habitual_user
U001421,2025-12-01,1,28.41,0.0,25.0,1.0,24,False,habitual_user
U001422,2026-01-01,3,14.37,0.33,40.3,0.33,0,True,habitual_user
U001422,2026-02-01,2,15.74,1.0,41.5,0.5,2,False,habitual_user
U001423,2025-12-01,1,22.0,1.0,56.0,1.0,4,True,light_user
U001423,2026-01-01,1,20.29,0.0,20.0,0.0,14,False,light_user
U001424,2025-08-01,4,24.47,0.25,31.2,0.5,4,True,habitual_user
U001424,2025-09-01,3,22.46,0.33,31.0,0.67,10,True,habitual_user
U001424,2025-10-01,3,26.37,0.33,41.7,1.0,8,True,habitual_user
U001424,2025-11-01,2,38.14,0.0,35.0,0.5,21,False,habitual_user
U001425,2025-08-01,2,24.4,0.5,29.5,1.0,7,True,habitual_user
U001425,2025-09-01,4,20.76,0.0,36.8,1.0,6,True,habitual_user
U001425,2025-10-01,2,23.34,0.0,42.5,1.0,15,False,habitual_user
U001426,2025-09-01,3,21.56,0.33,40.0,0.33,1,True,habitual_user
U001426,2025-10-01,3,21.12,1.0,36.3,0.67,7,True,habitual_user
U001426,2025-11-01,3,29.92,0.0,35.3,0.67,9,True,habitual_user
U001426,2025-12-01,3,34.7,0.0,34.7,0.67,4,False,habitual_user
U001427,2025-11-01,2,18.9,0.5,30.5,0.5,13,False,light_user
U001428,2026-02-01,1,19.93,0.0,31.0,1.0,5,True,light_user
U001428,2026-03-01,2,29.08,0.5,36.0,1.0,9,False,light_user
U001429,2026-02-01,1,14.61,0.0,37.0,1.0,13,False,one_time
U001430,2026-03-01,1,32.13,0.0,41.0,0.0,0,False,one_time
U001431,2026-01-01,1,33.61,0.0,32.0,1.0,10,False,one_time
U001432,2026-02-01,1,22.91,0.0,46.0,1.0,9,False,one_time
U001433,2026-03-01,2,21.49,0.0,42.0,0.5,4,False,light_user
U001434,2025-11-01,1,10.0,0.0,33.0,1.0,0,True,habitual_user
U001434,2025-12-01,3,21.94,0.33,24.7,0.67,5,True,habitual_user
U001434,2026-01-01,4,23.88,0.25,39.2,0.5,5,False,habitual_user
U001435,2026-01-01,3,19.82,0.0,43.0,0.67,1,True,habitual_user
U001435,2026-02-01,3,23.76,0.33,36.3,0.67,6,True,habitual_user
U001435,2026-03-01,4,18.74,0.5,40.0,0.75,9,False,habitual_user
U001436,2026-03-01,1,20.41,0.0,42.0,0.0,13,False,one_time
U001437,2025-08-01,3,16.54,0.33,35.3,1.0,4,True,habitual_user
U001437,2025-09-01,3,31.07,0.0,42.3,0.67,3,False,habitual_user
U001438,2026-01-01,1,12.22,1.0,23.0,1.0,0,True,light_user
U001438,2026-02-01,1,30.76,0.0,41.0,1.0,12,False,light_user
U001439,2026-01-01,1,9.22,0.0,26.0,0.0,15,False,one_time
U001440,2026-01-01,1,25.28,1.0,26.0,1.0,20,True,light_user
U001440,2026-02-01,1,34.37,0.0,45.0,1.0,26,False,light_user
U001441,2025-08-01,1,37.26,0.0,42.0,1.0,0,True,light_user
U001441,2025-09-01,1,16.78,0.0,41.0,1.0,7,True,light_user
U001441,2025-10-01,2,22.46,0.0,29.5,1.0,9,False,light_user
U001442,2026-02-01,1,12.84,1.0,29.0,1.0,1,True,habitual_user
U001442,2026-03-01,4,23.32,0.5,37.0,0.75,5,False,habitual_user
U001443,2026-03-01,1,27.53,1.0,24.0,1.0,23,False,one_time
U001444,2026-02-01,1,13.83,1.0,58.0,0.0,26,True,light_user
U001444,2026-03-01,2,23.58,0.0,29.5,1.0,0,False,light_user
U001445,2025-10-01,2,24.66,0.5,45.5,0.5,3,True,light_user
U001445,2025-11-01,1,30.72,0.0,36.0,1.0,18,False,light_user
U001446,2025-12-01,1,19.53,1.0,21.0,0.0,0,True,light_user
U001446,2026-01-01,1,38.25,0.0,38.0,1.0,1,False,light_user
U001447,2026-02-01,2,17.6,0.5,43.5,0.0,10,True,habitual_user
U001447,2026-03-01,3,25.91,0.67,40.7,0.67,11,False,habitual_user
U001448,2026-03-01,1,9.03,1.0,41.0,1.0,17,False,one_time
U001449,2025-12-01,2,25.45,0.0,42.5,1.0,11,True,light_user
U001449,2026-01-01,2,22.56,0.5,42.5,0.5,6,False,light_user
U001450,2025-09-01,1,27.02,1.0,24.0,1.0,21,True,light_user
U001450,2025-10-01,1,22.99,0.0,53.0,1.0,26,False,light_user
U001451,2026-01-01,1,15.0,1.0,36.0,1.0,6,False,one_time
U001452,2025-11-01,1,25.92,0.0,56.0,1.0,0,True,light_user
U001452,2025-12-01,1,26.06,0.0,57.0,0.0,4,True,light_user
U001452,2026-01-01,1,41.19,0.0,32.0,0.0,15,False,light_user
U001453,2025-08-01,1,29.69,1.0,44.0,1.0,12,False,one_time
U001454,2026-03-01,1,21.38,1.0,50.0,1.0,25,False,one_time
U001455,2025-09-01,1,28.87,0.0,32.0,1.0,27,False,one_time
U001456,2025-11-01,2,23.9,0.5,28.0,1.0,1,True,promo_dependent
U001456,2025-12-01,4,31.21,0.75,27.8,1.0,2,False,promo_dependent
U001457,2026-03-01,1,23.03,0.0,20.0,1.0,10,False,one_time
U001458,2025-08-01,3,24.17,0.0,45.0,0.67,2,True,habitual_user
U001458,2025-09-01,3,22.62,0.33,41.7,0.67,2,True,habitual_user
U001458,2025-10-01,2,25.97,0.0,34.5,0.0,18,False,habitual_user
U001459,2025-07-01,3,16.63,0.33,42.7,0.33,8,True,habitual_user
U001459,2025-08-01,4,23.05,0.25,29.2,1.0,3,False,habitual_user
U001460,2025-09-01,1,24.72,1.0,52.0,1.0,10,True,promo_dependent
U001460,2025-10-01,2,27.58,0.5,37.0,1.0,7,False,promo_dependent
U001461,2025-10-01,1,23.22,1.0,33.0,1.0,3,False,one_time
U001462,2025-11-01,1,13.93,1.0,46.0,1.0,1,True,promo_dependent
U001462,2025-12-01,1,14.28,1.0,34.0,1.0,17,True,promo_dependent
U001462,2026-01-01,1,24.17,0.0,43.0,1.0,25,False,promo_dependent
U001463,2025-09-01,1,26.91,1.0,37.0,1.0,7,True,light_user
U001463,2025-10-01,1,13.42,0.0,28.0,1.0,26,False,light_user
U001464,2026-03-01,1,27.35,0.0,38.0,0.0,26,False,one_time
U001465,2025-11-01,1,22.67,1.0,30.0,1.0,9,False,one_time
U001466,2025-10-01,2,15.16,0.5,36.0,1.0,6,True,light_user
U001466,2025-11-01,1,8.0,1.0,48.0,0.0,16,True,light_user
U001466,2025-12-01,1,32.19,0.0,37.0,1.0,29,False,light_user
U001467,2025-10-01,1,18.67,1.0,27.0,1.0,7,True,habitual_user
U001467,2025-11-01,4,29.23,0.25,31.2,0.25,6,True,habitual_user
U001467,2025-12-01,4,31.18,0.5,25.5,0.25,4,True,habitual_user
U001467,2026-01-01,1,22.46,0.0,57.0,0.0,27,False,habitual_user
U001468,2025-07-01,1,31.57,1.0,44.0,1.0,2,True,habitual_user
U001468,2025-08-01,4,20.84,0.0,36.2,0.5,1,True,habitual_user
U001468,2025-09-01,3,22.6,0.0,33.3,0.67,3,True,habitual_user
U001468,2025-10-01,2,30.34,0.0,44.5,1.0,19,False,habitual_user
U001469,2026-01-01,1,32.02,1.0,40.0,1.0,4,False,one_time
U001470,2025-09-01,1,27.73,0.0,47.0,0.0,5,True,habitual_user
